Hour,Thruster_Efficiency,Solar_Array_Temp
64,99.253672721641,44.939980163243156
65,98.82532093416246,46.60139001862931
66,99.11429938025171,45.61493782705714
67,98.56469813979295,45.28702448423952
68,98.3699742787304,45.75786746694859
69,98.96972584464102,44.82829906558809
70,99.44271651834362,45.0257858494851
71,99.72145416858034,45.37402290461172
72,99.1646219924659,45.247521211695464
73,98.8175339061322,45.716583088514085
74,98.89227948227374,45.686257608153916
75,98.34252279727062,45.42307222908889
76,99.14552633994384,45.62983561931308
77,98.39075105269346,44.518234516238856
78,98.67337251806987,46.08241062484916
79,97.66615843084604,45.003179515412
80,99.37838828159843,44.615885501228334
81,98.74637024978722,45.444024684396894
82,98.84056929926875,44.09862850729198
83,98.67622498220815,43.85475678180841
84,99.02007527029217,44.79269292054779
85,99.44309362451648,45.589981589113
86,99.31196046013147,45.4199758806861
87,99.1330027051925,44.76082474720835
88,99.15043265108197,44.97481258876049
89,98.48124314380243,45.86890035235719
90,98.55365246273229,45.95116063412698
91,98.3649006449569,45.60464781017579
92,98.51658933971387,45.33592146150788
93,98.74649000210036,45.3128858896037
94,98.4850590419466,45.04312475211365
95,99.11216575265938,45.01291114440251
96,98.37389494717425,45.415534797874734
97,99.6850337634561,45.229027860168976
98,98.88792893948693,45.476564142190824
99,99.79326776504676,44.75864226439775
100,97.63425316512345,44.80386729933726
101,99.3454893745442,44.968547892111985
102,99.39682626867867,45.16153255201026
103,99.27161765627976,45.49913362346305
104,99.52714096691133,45.060021093009865
105,98.91245227146123,44.961642792522056
106,98.20156661007145,45.262934169280925
107,98.6523061455179,44.54169623234237
108,99.0884606591305,43.7073580926487
109,98.35780409658443,44.80127198273289
110,98.1855321234796,45.951654661609
111,98.5883265578325,44.18626591974994
112,98.44803497567943,44.48597839741639
113,98.98094775461458,44.75895361057409
114,99.22613568358527,44.84596756145318
115,99.59252391251542,45.460940799078365
116,99.35482842982769,45.69559949343817
117,98.90392750782708,44.57460260199265
118,98.85309975320482,45.236176227142636
119,99.24951710716928,44.89349206365677
120,99.35570653414791,44.68473265385627
121,99.09140500356952,44.77938259044622
122,98.62765945163525,44.91224484265173
123,98.31312214293511,44.59964298831443
124,98.48796899339263,44.49298715844741
125,99.04670273949084,44.8021755805559
126,98.84804025400504,45.69022083446455
127,99.89629134523203,44.563703902831946
128,99.56537620634093,45.1933404462709
129,98.68867793418556,45.69004154524006
130,98.81956095021307,45.042389890136576
131,98.82825610473546,45.542824485868216
132,99.68326099079306,45.06984450299314
133,98.20096959408627,45.17652889477944
134,99.24053301540836,45.69886956469248
135,97.99931596520148,46.060369899952875
136,99.17632037673009,45.38458071657746
137,99.33199128392644,44.601250540238276
138,99.07966047846294,45.238881003181724
139,99.29680027457678,44.79164732561468
140,98.24746473389905,45.37755229453181
141,98.73356971644697,45.617179055038484
142,98.3562942164273,44.97367601708931
143,98.42946115673206,44.99430901291026
144,99.27266407032558,45.694026559093054
145,98.94276854491648,45.22261460468051
146,99.20126055256388,44.206220423643565
147,99.1221242808083,45.94685244226517
148,99.0249027122368,44.48491188839934
149,98.64630030415178,44.93549181220614
150,99.73327626379515,45.097664724747354
151,98.97563815845547,44.591088851449335
152,98.7486010459058,44.691577668029474
153,97.96329712812785,45.83549555944537
154,99.53682674166208,45.99596084534141
155,98.48614527343707,45.75957046681819
156,99.37560070835463,44.61279144480606
157,99.06597381316818,44.42860648419009
158,99.40497758360192,46.333964827909504
159,99.09358840865139,45.289009897358966
160,98.92877618413468,44.49567062294671
161,98.6471548286246,44.586709067466316
162,97.9394083785192,44.51251227633908
163,98.93595402263693,44.4902921483183
164,99.56003560575382,44.81827759608821
165,99.6426563067342,44.76952290559897
166,98.82751099512157,44.92377399128041
167,98.81981675599312,45.02362218541192
168,97.7032907624989,45.20253820436733
169,99.16442958436889,45.6093123242877
170,99.21369213654786,44.983180192828144
171,98.28819857812574,44.82945010921782
172,98.51714985529904,44.813011612208925
173,99.03104851801393,44.605035978429534
174,98.89713112057741,44.801484025447614
175,99.11183191548551,45.03028637945078
176,98.87532685407616,44.2896588140045
177,98.83306829311688,45.24278429645354
178,99.17084754038551,45.85359252731942
179,98.81571164588863,45.06444193095821
180,98.33364489727754,44.43410869549783
181,98.87795572422579,45.35270353183
182,98.4374352454096,45.258290860628925
183,98.85285919255493,45.23058150611398
184,98.66382391022952,44.86506883478032
185,99.94010719453263,46.21917363627299
186,99.23486884522836,44.86556721088148
187,99.53167305043395,44.899755031896724
188,98.68864755902565,44.10543850235531
189,98.15315748055195,43.68695560561084
190,99.48313531575593,45.102283787386064
191,99.40437971797078,44.907990319390635
192,98.85704225950445,44.608418485352956
193,99.56179667023461,44.92519222147996
194,99.44638890845171,44.94319601449417
195,99.46170753416148,44.34540980320456
196,99.26163183041942,45.03217091029173
197,97.92625173731594,44.9372439483539
198,99.68547340428073,44.83663894359436
199,99.56725357326594,45.61472811195703
200,99.60276147130052,44.65621162816471
201,98.89938523825691,45.57952017397106
202,98.8371865681548,44.92862683931485
203,98.5376421135107,45.74438387370536
204,98.95142660264028,44.75723267008451
205,99.49133646211664,44.40533951202095
206,99.38849379337164,44.85678939859898
207,99.09701991347053,44.93267807085423
208,98.35101326489959,45.13442212054359
209,97.99388186700187,44.41613889383152
210,98.99020624343981,44.67501873494994
211,98.967726043881,45.04484276990381
212,99.19999388310991,44.773166284851015
213,98.80834710019211,45.111744389806816
214,99.19745124631247,44.63033867438393
215,99.19971358425713,45.2650066351412
216,99.00195842778979,44.26043970141366
217,98.99981497533524,44.98631149246234
218,100.08115204126824,45.32099928497605
219,99.25711396474276,44.434787479625356
220,98.61520558016723,45.174945414121254
221,98.70166927853339,44.663243919659095
222,99.44241567204332,45.24920327735778
223,100.2400057095104,44.90104263544078
224,100.16423486639171,45.280345556930875
225,98.88596789243293,45.35550754578122
226,98.64818315780781,45.11345235072544
227,99.46927410780557,45.80321700044711
228,98.9047427231704,44.541663389694655
229,99.16957150276467,45.42697839454401
230,100.2350618045459,44.61960759638128
231,98.86439514863044,44.29317080268122
232,99.10212927474178,45.717700644749854
233,98.8597995469279,44.59825791706332
234,99.76178403666782,46.15142744089586
235,98.32833339896303,45.01246970281598
236,98.91133909759576,44.75506104847533
237,99.48880493353715,45.24764977303121
238,98.54713727813508,44.857262083867745
239,98.55829284441289,44.21197246926041
240,99.31053739380698,44.13980946409277
241,98.33011319585711,44.55817638584201
242,98.82627423547608,44.89921088862541
243,98.40624927507258,44.49559489248119
244,98.78742592571272,43.709311999337245
245,98.86674977857322,45.561491914832175
246,99.26089101233599,44.77698844845126
247,98.75381193700963,44.17557984413075
248,99.10958873566946,43.91296553588408
249,99.37519762785618,45.071039909900946
250,99.17723010653876,44.105409755851326
251,98.22356965608213,45.360974450188515
252,99.11282441284705,45.08851493612948
253,98.37412940757285,45.424193779496775
254,99.0143603255422,45.69338630305315
255,98.84580088252686,45.021947910618124
256,100.52450874795359,45.977199240808105
257,98.7066768384498,45.68301737820721
258,98.20267521036757,44.83066256957031
259,99.49049201522904,45.25862369095316
260,98.81758261855896,45.05984648664124
261,99.24848222007125,45.095076100233854
262,98.69493269963327,44.44688554231981
263,98.79984273322897,44.706558110358
264,98.70420357043038,44.60849360244558
265,99.13159078736936,44.06985349512936
266,99.4584327927215,44.061309533281985
267,99.706251466063,44.77874356613256
268,100.02963666865884,44.49815410296128
269,99.04895638065406,45.053067602507944
270,98.08695949421413,44.96772670365698
271,98.78956551454563,44.41048494730624
272,98.51126381497151,45.59181952077356
273,99.28878581011047,44.547433735492355
274,99.47511048453694,44.61526030308866
275,99.1021621402449,46.16967193563166
276,99.94179599377273,45.00111890259715
277,99.26315350609224,44.43971406410171
278,99.73588894772912,44.63024729968106
279,99.74086183375151,44.50459328188127
280,99.85687008926392,45.71119032448485
281,99.8038257707701,44.41543845810586
282,99.27178508226844,44.504690130651376
283,98.66938048690983,44.869651582460016
284,99.04509728284158,44.80424840879425
285,99.04597271067965,45.24066675244547
286,99.38409195220197,45.30209384035953
287,98.7186474844499,45.242424528063154
288,98.41152379957215,45.63636059502059
289,99.01442127214804,45.278668638840315
290,98.30689994372365,44.85575195187302
291,98.31995252032037,44.775398408942365
292,98.87230621004346,44.58976202352062
293,98.23103656638506,44.833381238633145
294,98.75850001986531,45.28793597597875
295,98.46829680900822,44.85168142818393
296,98.74893043527874,45.13256501254223
297,98.36527481958612,45.78138330144831
298,99.3146193464863,45.2773952840196
299,98.73370459917977,44.4555410735932
300,98.59476058934784,44.95563674061309
301,99.18382809497584,43.66116330587539
302,99.19852987268764,45.22333823511682
303,99.30410289317074,45.37950297477639
304,99.31000159367333,45.205650182985345
305,98.75465367826138,45.89390603539555
306,98.64341937606957,44.30690936150182
307,99.12280666509838,44.7870425041445
308,98.61218166859337,45.267500243908
309,98.92502924718008,44.620378866727975
310,99.90921913563078,45.232809723044845
311,98.23778883240044,44.626702827852114
312,99.20410819119292,45.308152860116266
313,98.572289392402,44.58942392794547
314,99.02462906472054,45.26579670027774
315,98.25106999513844,45.98850452344543
316,98.39975554833238,44.73385081264071
317,99.35106658475416,44.62732359267342
318,98.98846446794984,45.70403344597082
319,99.87611127432409,45.61143125843758
320,98.46034046282719,44.95982916524865
321,99.18795596534349,45.60932256925259
322,99.11298597227304,45.040620897942254
323,99.76472958732248,44.39834630921731
324,98.73464878001923,44.964942380114955
325,99.72752257831279,44.11753905571718
326,99.08462168920758,44.35346743354224
327,99.0527843710651,45.330243634969044
328,98.9908423324799,44.28284983689573
329,99.19767450818595,44.979530793355174
330,98.73133666564914,44.696930576974125
331,98.68570980797776,45.16347814088956
332,99.41113525572453,44.73288302514728
333,97.57437495798719,44.89213174288031
334,98.64928488653935,44.708229109713
335,98.62992796675262,45.12411967841792
336,98.54020518714877,44.460959168738945
337,99.0707240630413,45.47858958201147
338,99.0441280821945,44.946133603158664
339,98.3473278446947,44.930834996465286
340,98.38381610396188,45.85834943223222
341,98.70279603183073,45.72505617118262
342,98.74140106954174,45.15177823042486
343,98.5743698910338,44.60104890989177
344,98.11409586482473,44.888726362450036
345,99.23933974548567,45.825386727299296
346,99.27071533028035,45.246150661724975
347,99.14699887006617,44.93556088660169
348,99.3343199377608,45.542019610767
349,99.09709230838858,45.81227840389951
350,99.34381391185799,44.72766281303573
351,99.51440026851309,45.527982040730336
352,98.63268996254307,45.038391680457664
353,99.79022215425655,45.291227378559086
354,99.83956531399542,44.88628171547898
355,98.84714711160566,45.34333626871609
356,99.09653941722269,44.93300389196822
357,97.92096349677934,45.2732465617452
358,99.16467663559328,45.33935743831064
359,98.8625837797744,46.18287237370958
360,99.5370183018103,45.33319149088906
361,98.88880127376093,46.28439667021467
362,99.7783249278902,45.44983364634197
363,98.37234771354898,44.77697880538226
364,99.33001223532177,45.07517482557913
365,100.17179178929484,45.52376111004267
366,98.77407611572607,45.06948246197052
367,98.14807529282437,44.847335696162915
368,98.31005033355432,44.67224711380847
369,98.41079933375602,45.0245931327971
370,99.08575027055223,45.104603732410304
371,98.26628748548913,44.00224442787681
372,98.90394682389464,45.60590330248925
373,98.99673672080554,43.879115900678855
374,99.43248504915431,44.53409053655522
375,98.92795263498638,43.63054714113977
376,99.49600756229802,45.78266261216217
377,99.41421306201042,44.38141662192422
378,99.82501102334385,44.941896633074116
379,98.50489175169834,45.88787952525096
380,98.99756028299484,45.2064816151481
381,99.16364176153644,45.12344821386543
382,99.13505744322619,45.03516962809073
383,99.66117602712785,44.07080760945806
384,99.43415962068202,45.08853186601477
385,99.07855113663197,44.70757398836193
386,99.12474486632813,45.08882126305207
387,98.87034047734599,44.814104018591244
388,98.87870478382571,44.14666584381612
389,98.28481457501671,44.62745467750119
390,99.25182669228799,45.34599425123629
391,99.79034087624306,44.9132400771147
392,98.85877535585614,45.037518369660646
393,99.06167226470154,45.65770341828018
394,99.26105814297583,45.32281910936246
395,99.53555133512857,44.419133633580564
396,98.93523019292823,45.15216465234763
397,99.33893561487662,46.09379772419732
398,98.03753227794617,45.13532430731101
399,99.15403761670068,45.851606962036634
400,98.4139527374039,45.29192007394283
401,98.44920544230212,44.959137963052015
402,98.8872898285947,44.52514010027988
403,99.37443357637304,44.561771958455395
404,98.71702789128584,44.48566775810799
405,98.86682278421651,45.424794963826834
406,98.33090237380051,45.13306020734824
407,99.044865633142,45.09517668991331
408,98.43868095980251,45.70979298952305
409,98.96351099241463,44.002158497407855
410,98.83070084130804,44.15977049071266
411,99.25119389664611,45.308806498280234
412,98.76760200049358,45.52402867663031
413,99.38826048261497,44.720116798406224
414,99.16189270710629,45.01129591090355
415,98.54756690697447,44.05454280101572
416,99.23868200791279,44.349467325696466
417,100.0597648845975,44.12464643359524
418,98.61228392819689,45.72926328416058
419,98.9207948413627,44.718962505297526
420,99.07744333664466,44.823882750668034
421,98.56217079336426,45.45832868659606
422,99.77615734982069,45.78066752474344
423,99.26677312718218,44.31225292126074
424,98.88066299162584,45.047674696682
425,99.81601637319234,45.23287947997207
426,98.82623772319646,45.12497495617558
427,99.46025446200942,45.664491818401586
428,97.99412718110608,45.0473797354325
429,98.15395411374968,44.627468496331566
430,98.69943215713991,45.74709125027056
431,99.39697423735592,44.65851354155898
432,98.38348983230998,44.97499379970112
433,98.54688837646933,44.89130981692736
434,99.00378261834923,44.93580832404651
435,99.30991328249894,44.319143268023154
436,98.2742539781531,44.25671735172489
437,100.1058848785768,44.774760468377174
438,98.58234646026565,44.89841997888472
439,99.06969919623796,44.719014759833286
440,99.17245066091164,45.174166970295744
441,99.1293917920006,45.84350475791932
442,98.77157335319072,44.7496481248512
443,98.15630459220864,45.137461647717245
444,99.60270048797588,45.31821889987196
445,98.95379646388135,45.590880153456936
446,100.72068293410379,44.645850030556566
447,99.07816617204998,45.707403100137256
448,99.51870767265113,45.16502529613555
449,98.36337881998078,44.902438970241484
450,98.53638785845291,45.32306837884651
451,99.51065047338993,45.22897540078001
452,99.0544956751762,45.268399293665176
453,98.93460446951279,43.62420328552043
454,99.2190431735201,44.845906475266
455,98.817191130935,45.39033244436414
456,99.47351273229599,45.12917765568623
457,99.46080768287567,44.602390709462895
458,98.20617368364495,44.485987354422534
459,99.49521974485769,44.773664335877896
460,99.20096275984147,45.815031607583514
461,98.37408002156975,44.01585366706362
462,98.56253084204798,45.35349865128906
463,99.74911845297841,45.02429238715106
464,99.91416499722364,45.032068054990845
465,98.92465665031148,45.072060240430915
466,98.53809270135731,45.378578142170596
467,98.37860587186178,44.747990283037
468,99.84908191566554,44.85763952020179
469,99.70063316911633,44.02679731929686
470,99.1216956248421,44.457902270713745
471,100.05676637401405,45.0283599861022
472,98.77804245481757,45.10213511233498
473,99.35710746071886,44.534964064290655
474,98.64693567509997,45.495004992594936
475,99.09596157478363,44.884250140929886
476,99.16621853369814,45.99706673547307
477,98.86949194585853,44.10056179457339
478,99.35447333955359,45.11023241920564
479,99.10094358383283,44.9187197016912
480,98.98997931199669,44.87397410532889
481,98.98769706806381,44.11877443541194
482,98.75040196443435,45.39011464332519
483,99.44342421940173,44.560233310404534
484,99.58083870729351,43.9606961858097
485,98.56365501763551,45.202675843463815
486,98.96783305717376,45.235925230065966
487,99.13864374551129,45.18140255158263
488,99.30501864351368,45.13974098056172
489,98.62295722424277,45.29583706576901
490,98.87286665068409,44.84922005068057
491,98.90430504872265,44.88006122736042
492,98.88957871940603,45.258940851270914
493,98.8981144577594,45.6690758550157
494,98.9809820383913,45.11114789587005
495,99.33517458751287,43.94307819796072
496,99.82227587314857,44.39458825546755
497,99.40481370205856,44.78215364008342
498,98.44317224370441,44.72637421634299
499,98.97962785603818,44.8425500396596
500,99.01642531178607,45.613276131873235
501,98.34669705200525,45.98792474915222
502,98.4385059777691,45.297126413862074
503,99.69201133581808,44.01866427115948
504,98.96958817048838,44.85601077131183
505,98.61891935367593,45.33096370014672
506,99.40675676303928,44.317171446839936
507,99.03341561070964,44.30311496157133
508,98.7932260451659,44.875645989226456
509,97.95384704416702,45.17612856732721
510,99.4990527432734,45.10279261453085
511,98.38077242285402,45.10930606144414
512,98.45277556787056,44.50819944030294
513,98.99796640892205,45.483558505890095
514,99.21295561865745,45.34733742984905
515,99.23993504178975,45.13878954973975
516,99.08079582735162,44.98834630069145
517,99.36065154508,45.331052673488955
518,97.99777826031125,44.808280730650466
519,99.22250186328678,45.70067408730487
520,99.19932160361249,44.09863028279257
521,98.70044190114041,45.580442588956544
522,99.44948294448726,44.969607682491606
523,100.03313665879155,45.65806477343386
524,99.02467900706661,45.02352715940416
525,99.60596948186016,45.405522318747586
526,99.91298041461425,45.41581889372194
527,99.49762052841537,44.4180726210387
528,98.3348719770043,44.73301408685717
529,98.2828167702404,45.34500211942486
530,99.09471520901984,45.42334092397537
531,98.8534540282916,45.1288784003663
532,99.06734260820366,45.032306065324086
533,98.840345321892,45.05760308205068
534,98.74911165820913,45.272267720282635
535,98.22456393316187,44.59440373927468
536,99.01027457690543,43.62886154506693
537,99.52269163440374,44.88089710905231
538,98.85130901651723,44.66275730861524
539,99.09083450137157,45.53477374283591
540,99.38833978177196,44.679932917922734
541,98.75382330607886,44.362101836606165
542,98.78392697317481,44.28229020592566
543,98.92170504505893,44.64488001566267
544,99.43773400854798,45.47158091160113
545,98.89755924264188,45.869988339128916
546,99.32173508472044,45.2846315871589
547,98.74081069061067,45.375733145866214
548,99.3075897074176,45.01138483383411
549,98.66770470958721,44.780842209356734
550,99.07381871616383,44.86059196237313
551,99.7585732951203,44.83850089411866
552,99.41388817636599,45.28104230488359
553,98.89641736818403,45.31237249781005
554,98.46890215074298,45.07586798799219
555,99.74314997759042,44.593313368763454
556,99.22476052979549,45.468567561322054
557,98.56437588552572,44.202419331914676
558,98.79833721822176,45.50862841912517
559,98.83484083460603,44.84136140655789
560,99.20614772751568,44.76855094205887
561,98.71372505307698,45.94039663992763
562,98.76264711140213,45.21499812186279
563,99.11481532711535,45.834357740827215
564,99.27478056668654,44.67506619916627
565,99.15268422423661,44.92072460853549
566,98.70482557481563,45.42114717982904
567,99.16851794730414,44.826544923299615
568,98.6810526713316,45.20219599903351
569,98.35140070998628,44.91253176967704
570,100.1558322397168,45.35190602433061
571,99.39232219147532,44.91836214283071
572,98.97202755986677,44.82416784559394
573,99.09831350970502,44.24351050079111
574,99.466729740256,45.89627394174287
575,98.94932356475272,44.653106310542356
576,99.89625787706233,45.217452149849464
577,100.01201349291965,44.85857649061405
578,99.90699756329212,45.01715962599604
579,98.14151938561312,44.229903476377245
580,99.11734147182092,44.870753857848456
581,99.64351764073047,45.821439235296225
582,99.7005412352816,44.57362354113248
583,99.7754232245448,44.7071476481567
584,98.73354790801933,44.365411898612024
585,98.31752952207957,44.854555419655604
586,99.35019978313461,45.56751695895913
587,98.75562493763267,44.41213008596774
588,98.75574740097385,45.522288859923066
589,99.38902345318408,45.1372591477885
590,99.46445351231233,44.288306449336254
591,97.72609371483857,45.25788874654103
592,98.98293501565875,45.126183357296924
593,99.1932674974987,45.363541355538175
594,99.01253009315573,43.96275997556757
595,99.45820223691906,44.419450740069365
596,98.16968866841991,44.83279883763092
597,98.99891803059987,44.907940580248
598,99.2963024617936,44.803969863242976
599,99.6519816796228,44.69302415594539
600,98.97132078275226,45.021194878244586
601,98.92863083209643,45.660983392788395
602,99.22287667258458,44.9434100177757
603,99.23242934278629,44.537539315635215
604,99.61031034229336,45.177426326647485
605,99.16314115738092,44.37625137841391
606,98.37371094006528,44.68906983600581
607,98.25086816047362,44.8495901551697
608,98.27061259495605,44.90717018891851
609,98.65832836413429,44.900117158367436
610,98.7630761851392,44.690033864573344
611,98.72051428200449,44.91211183732153
612,98.94031903695988,45.47926439919137
613,99.54109521375477,45.38016289949875
614,98.9836497372679,44.82198339649489
615,99.54442344654441,44.82968143252203
616,98.9368872183389,44.7851537995909
617,99.24177345612179,45.09000317935501
618,98.24275565915681,45.617240616143924
619,99.5426269697571,45.20633796170073
620,99.6357611062648,45.08361440906611
621,99.01970262891255,45.64401249168057
622,99.54206053756494,44.81447329061808
623,99.72153436686118,43.96973684314795
624,99.03502226449987,44.88564276536626
625,98.59636439300665,44.9051517049619
626,98.8043906943632,44.94400139506149
627,99.20981296307242,44.67662300465622
628,98.73315999395668,45.63828012143099
629,99.85541955239138,45.51600817247636
630,100.73167453173112,45.011257693959784
631,98.7249905018166,46.12257390638427
632,98.62595716344235,44.39881432409976
633,98.32904509892552,44.874051299813694
634,99.36787078346259,45.211573900868345
635,98.21691272646504,45.407405558601546
636,99.2034232155758,45.62711898792497
637,99.27081558163582,45.58459868263971
638,98.40466592654035,44.188412224785914
639,99.08609457197626,44.970040455760035
640,99.49902525152966,45.752090267970246
641,100.49476257926301,44.99530235743643
642,98.64169449381048,44.475284680913276
643,99.13316962563803,44.97542187531584
644,98.8721101340114,45.24478818486556
645,99.19828011302013,43.98091753704381
646,98.77208489569189,46.436317714091274
647,99.17381108083664,44.71587043326324
648,98.66140595971903,45.09599469845507
649,98.26550337560552,44.858452717141
650,98.10990664344867,44.83558151620167
651,99.80769613206871,45.09745271290647
652,98.4786570075073,45.76527559296929
653,99.36845552419464,44.358841835707665
654,98.08907147046926,44.34115565755243
655,100.14826631664998,44.430289649748225
656,98.67321079729582,44.58228877002918
657,99.10007426259692,45.29434750882912
658,98.57741066806857,45.18462682908771
659,98.66470899279943,45.1231595605441
660,99.28287092773962,44.684289622760396
661,98.8480864192693,45.13027033845941
662,99.38005387191754,44.11466313885797
663,99.57825956296668,45.5078071286745
664,100.00206833264158,44.47029289446638
665,99.49416203383242,44.32474214359936
666,99.64288087463603,44.785247316714226
667,99.0469280868513,43.82143069587611
668,98.58166224349885,44.993876691889795
669,99.18458212604877,44.2498481444561
670,99.26382900549449,45.40868961535052
671,99.01861078155305,44.10320579298149
672,98.93053006909793,45.05436067512365
673,98.81490955192669,45.95614276675611
674,99.11823160760191,44.53727517532743
675,99.10593296771746,45.15488200479952
676,98.4667251380546,44.72333041405761
677,99.55780556874049,44.841646835072794
678,98.8152697297107,45.35428769773155
679,99.85101595390951,45.54493007600597
680,99.11538455377503,45.3416518574945
681,99.36264864587632,44.10991435221849
682,98.85939512620635,45.016279828030086
683,98.74532143769828,44.864257071025015
684,99.0404451366602,45.22371571690344
685,99.93440228035094,44.36600569191568
686,99.14892141340134,44.56087728346686
687,98.5463644547209,45.85111862048145
688,99.15342300054927,44.975065434463914
689,98.55705738479993,44.37975322160257
690,98.26744307253702,45.50910487144276
691,98.78518844163189,44.86739240392618
692,98.57595818133647,45.43125838660537
693,98.69007406980803,45.20086308288275
694,99.21125278891769,44.64054900431357
695,98.8557060693744,45.09373733229594
696,99.5950033440499,44.641095710532355
697,99.67374919359426,44.81000127948091
698,99.44936939660167,45.742623975023896
699,99.62372440018218,45.37819402856356
700,99.35207157787677,44.92438112144629
701,99.38754973416805,44.6156792983275
702,99.25828825628376,46.20936330995518
703,98.88531149932345,44.71853961119698
704,99.13558028365635,45.78857345608917
705,99.00856073181062,45.230731226915765
706,99.35795470900592,45.127223602336585
707,99.12838594487958,45.50498898814556
708,98.95356447672955,45.33785508957441
709,99.1289618380697,44.73602016318341
710,98.90019335763513,45.314434105917236
711,98.54735313385156,45.03485243462118
712,99.10993876713343,45.250627462089064
713,98.78758168233419,44.99080193015563
714,99.46973045858391,45.3439993684612
715,99.69250155162436,45.36338909239181
716,99.08988322948055,44.417836821343876
717,99.17201552086442,43.94908612828658
718,98.02364468272422,45.12700363423703
719,99.51072740661182,44.05131954696631
720,99.31140526778887,44.93996728947101
721,98.50910603995243,45.027468860119995
722,99.82816154528858,45.2437698565594
723,98.42669862385965,45.41740400297799
724,99.12436324195369,44.42403000263797
725,99.04223125847523,45.20590667148993
726,99.01065557971793,44.85894483781565
727,98.64733876836944,44.823115218815566
728,98.91814450206623,45.416879895478125
729,98.99546369159451,45.258657101210204
730,98.8707780434884,44.69530894064279
731,99.52608238503488,44.56001608947954
732,99.51274580703932,44.848056082871686
733,99.35022009314108,44.655605629177735
734,99.16933936988683,44.40516355015693
735,98.9354133825347,46.185963051949415
736,99.39657014636626,45.72632576990176
737,98.64426142602967,44.27132797750895
738,98.86103572797049,44.36358605320231
739,98.501706926235,43.90730521147537
740,99.17656098920551,44.917366664426076
741,99.7430393111704,46.025400444210824
742,99.52154359102742,45.67395521015181
743,98.7550766140052,44.60155889818039
744,98.63873674097363,44.781819559391
745,99.68400545374192,44.95955331143165
746,99.13955851596138,45.420131541570214
747,99.68252218359433,44.502945178566996
748,98.59465900393494,46.0611658126109
749,99.14949399209573,43.94912847455696
750,98.6766437852313,44.29179586979847
751,98.01427114112983,44.90885343196278
752,98.82239912637665,45.088068666004936
753,99.26596195003194,45.154837755024055
754,99.23365195801019,44.69477864850372
755,98.44557619951705,44.77342543106504
756,99.01312210088486,44.48660355924786
757,99.62566719988116,45.306991097763856
758,99.4518493419724,45.48163156128798
759,99.37697829397065,45.33673598107785
760,99.4504119564591,45.51575265926516
761,99.40333780072932,44.85090102177298
762,99.09365310254243,45.287690278881385
763,98.11438866863712,45.00334753661882
764,98.66583769510851,45.22729171192919
765,99.21309088071449,45.25547271394001
766,97.54848036716832,45.37039234017612
767,99.01877974106367,46.101713356225666
768,98.60135419512615,45.27258336033371
769,98.85099839943173,44.62069749528849
770,99.66217799919907,45.03235216603672
771,98.93347429406997,44.81225247606903
772,99.20516990368269,44.67081445594375
773,99.58839746969129,44.38206430459049
774,98.98106405493685,45.463107774995635
775,98.70063768751922,45.08989171384354
776,99.26914496660872,46.01632875359851
